key,score
527601,0.116870195
427515,0.28709707
248301,0.040360812
572386,0.19704118
5502,0.0948186
313430,0.57608044
317661,0.53223133
69431,0.3298571
197632,0.46167412
388876,0.90149593
533701,0.1812443
472205,0.24851792
175830,0.770786
329941,0.6246843
196779,0.6625338
169369,0.38506913
419826,0.2675993
536353,0.47076032
309395,0.66184944
38498,0.8403798
549779,0.6769652
534344,0.04515551
202340,0.42644942
417791,0.7325597
207704,0.087082304
244768,0.63936275
447783,0.2783468
377949,0.80974823
273533,0.4988626
522342,0.5425365
38465,0.90737987
563894,0.7220421
46357,0.3241222
495313,0.10267673
186567,0.73848605
376960,0.8032368
302041,0.6888355
520027,0.7886471
269859,0.66246843
253803,0.023563584
49486,0.79652923
305104,0.68205106
55722,0.7621878
376556,0.45115587
162493,0.46146715
203508,0.19405451
277018,0.74391204
435981,0.05996051
130343,0.28665242
173341,0.14895925
17335,0.77745706
333363,0.022511834
222202,0.052661266
243174,0.76694083
268680,0.026005844
504393,0.76809406
338906,0.114351
1306,0.19732986
441841,0.6950429
405218,0.17714986
390592,0.017569408
364923,0.7013925
418228,0.28863037
190920,0.55817693
164187,0.52231324
132885,0.4946153
338176,0.6612635
551913,0.79091895
140036,0.4439735
287112,0.0117492005
353454,0.47466552
274766,0.73322856
274077,0.665859
94810,0.7511014
19040,0.81685936
422473,0.7338886
445521,0.37273678
150206,0.796876
462854,0.5590076
61973,0.23443303
483441,0.28761578
191241,0.5678999
379359,0.23714827
497845,0.4095948
270142,0.035075855
343869,0.71562535
85962,0.646611
507978,0.1391035
352654,0.5128916
150535,0.9112709
48437,0.873255
458351,0.34414762
177094,0.7015531
28260,0.662269
476013,0.81754863
496572,0.7205492
160290,0.47811583
166370,0.4215425
360297,0.66643023
291278,0.15978599
175859,0.25633475
194247,0.3968203
513438,0.47059965
153756,0.48055404
423540,0.735732
464116,0.029712342
477622,0.019524807
137451,0.9112709
309810,0.027338393
539706,0.23333557
457542,0.08171827
59967,0.8959864
163757,0.7648943
135585,0.76179254
124573,0.80539006
243053,0.046577852
246224,0.754028
58969,0.7617496
6636,0.75204325
431601,0.19111538
154594,0.7872027
101009,0.80007845
488556,0.7330069
511160,0.21528797
138210,0.68390113
48620,0.7391123
220722,0.16992074
7846,0.36287242
247693,0.04834297
323790,0.3147486
144258,0.5132505
338394,0.80751014
347991,0.35715464
146180,0.79252243
447116,0.19560716
536723,0.16901983
320998,0.4863331
149803,0.41305417
131640,0.7868305
121518,0.9052222
514624,0.34029838
327259,0.21286017
550860,0.07926599
182975,0.5787486
118172,0.8056226
433670,0.37207344
428916,0.5558851
287828,0.22205074
149390,0.72292566
394524,0.25066534
443014,0.40042427
156350,0.69069314
499864,0.7313432
199216,0.2998642
472598,0.26045582
132296,0.40469715
96648,0.3289737
541526,0.010154727
510722,0.23397791
328514,0.73703635
187057,0.3643971
497602,0.32755744
198542,0.65711355
101410,0.36184016
124650,0.82095414
314966,0.014324273
262276,0.029903421
194204,0.3803235
221273,0.7543255
482369,0.23697099
30300,0.8999538
521966,0.131785
331733,0.54361343
486774,0.21452768
346235,0.39401332
512725,0.74342716
556861,0.110434204
221318,0.35868973
117511,0.8788701
498996,0.734855
428911,0.7156765
71981,0.69253874
327964,0.20965664
416891,0.26583135
112833,0.78105354
220839,0.65155745
315614,0.24515954
13205,0.022923544
530361,0.044246405
531795,0.58150625
20072,0.76516044
440310,0.76230454
273774,0.010243384
536819,0.65167445
285697,0.68018925
456294,0.45649475
425762,0.7471561
23591,0.39705548
401218,0.07191233
529825,0.3462829
170406,0.3361142
51979,0.8300254
448644,0.58647394
497656,0.75090986
125135,0.7084441
547373,0.10348783
175701,0.81345016
41277,0.66923636
473597,0.71276814
431309,0.6335469
356460,0.043444194
144485,0.78604895
411410,0.082894444
279414,0.0869465
367440,0.765507
57852,0.9085276
518852,0.6949237
533962,0.3353
495033,0.6973025
446328,0.35875294
308556,0.78195804
264367,0.81305563
542719,0.012259133
489278,0.6965704
223732,0.7523224
366582,0.77209556
418155,0.058611438
59593,0.27827772
303088,0.41301614
22365,0.80011034
553789,0.1190092
575202,0.03673911
475791,0.20764826
201580,0.43053368
458315,0.64705527
573112,0.06566229
84770,0.64649177
53331,0.7947974
107929,0.58929414
331986,0.41169587
193414,0.3257893
561326,0.34472975
385042,0.72951186
281813,0.03372325
557692,0.5126344
33947,0.8216812
252149,0.61966604
174841,0.6304182
377599,0.6558002
419441,0.44144565
311744,0.7642048
98345,0.5252405
394019,0.82073134
135883,0.45544696
125216,0.15953892
184894,0.81618243
64655,0.327468
210410,0.24515954
13751,0.7393545
823,0.07705497
188846,0.24859239
112938,0.7952112
417453,0.1642646
438219,0.2355926
31119,0.32730806
548097,0.38432485
23547,0.7909385
496987,0.739894
216753,0.2729976
231214,0.7231058
334762,0.006308898
306629,0.79039097
431494,0.31674597
178889,0.21407649
354505,0.51774037
529861,0.19435363
357980,0.18184645
69342,0.78190345
313750,0.030673053
166266,0.51711017
131910,0.5947772
448342,0.57207733
280400,0.3582108
553812,0.23799339
514372,0.11082319
240624,0.03685621
386286,0.73723096
569848,0.7530322
43033,0.7726198
484829,0.726362
178583,0.6663207
75487,0.8132649
86672,0.5930548
437389,0.1640759
388803,0.49884456
462626,0.062634975
347761,0.30382267
355625,0.37682858
96073,0.881226
176655,0.64258814
514917,0.6931316
270251,0.028514521
291733,0.04851108
317754,0.26942635
532803,0.19106542
97515,0.6306348
499334,0.74884087
420431,0.30569923
35776,0.26295897
194751,0.31527603
514897,0.40640563
478955,0.74999887
337722,0.85746664
553274,0.57486236
113173,0.8142329
264976,0.027915504
474465,0.057916395
349814,0.7409498
261955,0.68857694
522303,0.7065015
48222,0.9132924
359759,0.61506766
84903,0.78178656
86328,0.7641052
445114,0.37294766
403943,0.052704047
537009,0.17876677
261274,0.10652694
50588,0.8586776
17666,0.7443268
498030,0.52981585
271931,0.65960115
44122,0.689031
437373,0.10144648
27662,0.80034095
314752,0.7701435
465962,0.39526653
107409,0.7733749
362008,0.79450095
80935,0.7222374
286992,0.10861762
373450,0.68203586
86039,0.7667755
340652,0.71303934
154030,0.3687985
190028,0.29220605
517176,0.30955935
558547,0.6175284
367224,0.6832805
520806,0.24362627
538829,0.46430054
259880,0.7812455
485803,0.38052547
533438,0.13402513
214158,0.69683194
448025,0.11745437
307096,0.7710272
568088,0.6060881
94031,0.8268715
242946,0.71738243
572632,0.059123375
51583,0.62387383
8863,0.41170055
477986,0.30921882
458167,0.37025928
318494,0.7426139
222357,0.7942294
130311,0.76171964
313367,0.67911774
58464,0.85590374
481109,0.7582611
201486,0.1404382
488141,0.71037054
17878,0.66195124
463889,0.6638205
344525,0.6934592
25298,0.73367774
298627,0.10944191
526430,0.033854563
312332,0.76739883
434055,0.034863114
72503,0.23788983
357666,0.013225889
181012,0.2522071
470618,0.4607339
149012,0.63257813
295245,0.640693
99954,0.9149844
128456,0.9074693
402460,0.333989
248355,0.14130777
346441,0.75140816
496764,0.5619655
125978,0.57002836
411474,0.32098216
533095,0.41113397
383119,0.14672832
338559,0.24738005
144235,0.32400548
262753,0.04087942
446754,0.36305767
164664,0.60750943
212398,0.115316205
309914,0.6693639
49797,0.1534223
113872,0.5850699
472566,0.16835189
83019,0.9208904
299640,0.7431578
96864,0.74079573
328609,0.02837048
515926,0.6875469
73640,0.80360335
169943,0.2894295
137876,0.18735592
334491,0.7290451
409958,0.1308531
296795,0.1528461
2034,0.034938056
409287,0.41535783
374049,0.75768596
134873,0.68855625
505552,0.18000323
28941,0.7975754
414503,0.6228295
393697,0.52617425
159131,0.6998137
187267,0.41602483
282033,0.045576837
532811,0.15617657
468455,0.33178204
248703,0.10375188
165071,0.6432954
579372,0.18010409
441072,0.14882691
444270,0.587241
247595,0.74705285
111704,0.3658422
579835,0.59045273
49986,0.7963426
576482,0.021578033
335880,0.7610956
3503,0.009933183
123377,0.11171262
546503,0.083238564
147532,0.81028754
410617,0.21325883
57639,0.7508949
47025,0.6897332
450216,0.6797105
273585,0.75147355
345724,0.7459377
190036,0.28978264
259894,0.7628076
379513,0.014018646
556575,0.7269662
298110,0.1283448
319669,0.4930827
83727,0.9049137
536060,0.42334756
243955,0.060366668
511354,0.5451494
436717,0.22132997
303080,0.52552146
430872,0.6397014
47237,0.8627435
183432,0.34955674
308459,0.64754146
121389,0.809927
286516,0.14056608
197152,0.34142742
265923,0.028129807
168509,0.580301
335535,0.029994935
223244,0.67843163
520841,0.13652138
456771,0.5462904
176731,0.31338322
389403,0.26736334
383386,0.026212746
437970,0.19811481
116891,0.7578009
410496,0.08332116
96338,0.90100926
523624,0.33394298
527766,0.43436077
296319,0.05030036
357393,0.21784921
421697,0.4949652
87652,0.53558296
217169,0.72808284
36686,0.89386266
362048,0.6915262
65667,0.8698292
453174,0.24719413
36461,0.9066498
368349,0.62636864
348785,0.73259586
518925,0.377413
220663,0.0671513
2480,0.034350745
239019,0.6176226
130714,0.31197906
452107,0.085001424
286689,0.29092845
573951,0.22337484
502358,0.3361764
342461,0.24530992
301837,0.18299265
500630,0.30980498
107096,0.7779807
185404,0.4898376
15383,0.791588
268790,0.12327504
391759,0.45849073
82012,0.80989325
188040,0.36903045
67999,0.79968417
425860,0.33264524
243921,0.7052724
80769,0.8856214
21975,0.74846953
208779,0.107288204
491266,0.5006905
282750,0.7611559
359177,0.33905986
544211,0.34118685
505780,0.19629821
38532,0.33219573
245899,0.7621675
129285,0.6943444
571913,0.092682905
79000,0.9025378
338000,0.6775262
198402,0.3434354
357291,0.4570506
395920,0.5650754
110266,0.15422286
415433,0.18658014
448817,0.7199295
125786,0.6148383
302870,0.3149747
413415,0.3480567
102676,0.9072677
380527,0.23517016
135246,0.72247654
77799,0.6767173
398573,0.35455224
96292,0.80160993
168900,0.110052854
205691,0.29953635
319649,0.7129105
387330,0.05972203
255415,0.7563344
165788,0.79875106
156167,0.8120815
495358,0.33597648
229152,0.043919172
58365,0.7731986
493775,0.5903937
442995,0.26421025
53649,0.65463537
253106,0.042197578
420278,0.08850487
121203,0.8388322
286181,0.8087342
215099,0.73242533
250728,0.092717536
415180,0.75547624
528934,0.46740317
435374,0.7466982
280343,0.36584648
557769,0.2846927
397835,0.3037298
192974,0.341344
148209,0.4041546
530664,0.394043
542051,0.10429206
439184,0.23248175
530495,0.3828103
212800,0.29999897
500495,0.734817
178886,0.26811856
267153,0.03002774
501084,0.3078441
576586,0.02319095
472477,0.29994094
78183,0.87632334
513851,0.34020662
23626,0.6542834
351728,0.40005684
316086,0.09999324
254416,0.023083473
158845,0.78275925
258043,0.29822117
497476,0.44264248
44063,0.7805597
330867,0.77976143
165190,0.6006259
503887,0.24868481
173939,0.39871553
178190,0.67841923
175358,0.39575627
238275,0.6939842
163069,0.8094841
37304,0.7669294
560161,0.30581078
415112,0.42097765
527028,0.6731769
297304,0.32964176
1014,0.54586095
461199,0.2100543
451235,0.55084354
173551,0.22873577
342032,0.7257874
394891,0.74564445
178856,0.7319235
19133,0.77307177
138768,0.64806294
477857,0.51099575
559246,0.47483736
557051,0.0741976
238217,0.66738975
551255,0.105605975
386502,0.25892258
243704,0.76809406
511987,0.341257
578624,0.16059685
382437,0.1934144
120469,0.7907942
29508,0.7823474
223483,0.013322139
544765,0.24445447
296071,0.21063022
86739,0.87204915
309659,0.081233434
540155,0.1198001
487189,0.63323194
222186,0.023290047
268835,0.4776483
150157,0.6544584
223849,0.7003407
20050,0.91389495
69276,0.8104427
203930,0.5988069
236346,0.67583257
524511,0.048032496
189869,0.34767127
512073,0.29799896
234273,0.7598051
83071,0.91334677
225492,0.7501433
111691,0.4055312
483137,0.15604952
30153,0.7903438
318905,0.64885706
147286,0.36239663
368269,0.6968045
414663,0.1309089
339427,0.7706937
434758,0.06719292
494376,0.46786705
382465,0.14309512
251360,0.017915843
104793,0.78604895
500018,0.35070708
32426,0.79781586
530319,0.18402621
397836,0.29767925
3185,0.7303356
90690,0.8935064
186763,0.5875811
183155,0.23838522
575737,0.32763317
415349,0.47715488
522623,0.39450258
104171,0.7485401
219029,0.26313955
300602,0.03475128
313442,0.6724007
299167,0.6821202
314083,0.7881985
419134,0.18413144
491905,0.26377547
21914,0.79184574
197486,0.3217537
277524,0.44928598
426052,0.109968185
370171,0.6994874
463882,0.55665785
574261,0.01446449
119859,0.80650705
58304,0.7593193
287822,0.22241364
524967,0.5787726
577049,0.14073555
572448,0.6550642
169848,0.7320325
412572,0.10638324
340045,0.7445177
39205,0.7572365
427956,0.6553865
434609,0.7268081
154867,0.63262296
119866,0.82580256
33383,0.7938823
129196,0.91190356
282561,0.036019042
516937,0.2526321
458990,0.558002
332129,0.5132398
354118,0.50024384
278310,0.028705541
569742,0.5849949
4694,0.031019336
80482,0.8933108
400775,0.77974945
135987,0.8988375
325501,0.39095262
436650,0.43809444
360090,0.010626656
502541,0.5607798
322599,0.76114696
242225,0.6198289
28942,0.78525215
45810,0.90613693
268769,0.04131648
552306,0.75982875
145855,0.63904184
151216,0.80711854
5043,0.05828208
304299,0.07167015
280606,0.021630907
577234,0.19543527
250820,0.67668605
438315,0.44186053
565764,0.69055104
6200,0.02578236
569142,0.64801466
139486,0.6667523
267021,0.75397336
297625,0.68619686
565957,0.7512417
